,Filial,Servico,CEP
95525,J3 FLEX SP,AVULSO,09720-370
95526,J3 FLEX SP,AVULSO,09720-375
95527,J3 FLEX SP,AVULSO,09720-400
95528,J3 FLEX SP,AVULSO,09720-410
95529,J3 FLEX SP,AVULSO,09720-420
95530,J3 FLEX SP,AVULSO,09720-440
95531,J3 FLEX SP,AVULSO,09720-450
95532,J3 FLEX SP,AVULSO,09720-460
95533,J3 FLEX SP,AVULSO,09720-470
95534,J3 FLEX SP,AVULSO,09720-480
95535,J3 FLEX SP,AVULSO,09720-490
95536,J3 FLEX SP,AVULSO,09720-500
95537,J3 FLEX SP,AVULSO,09720-510
95538,J3 FLEX SP,AVULSO,09720-520
95539,J3 FLEX SP,AVULSO,09720-530
95540,J3 FLEX SP,AVULSO,09720-540
95541,J3 FLEX SP,AVULSO,09720-550
95542,J3 FLEX SP,AVULSO,09720-560
95543,J3 FLEX SP,AVULSO,09720-570
95544,J3 FLEX SP,AVULSO,09720-580
95545,J3 FLEX SP,AVULSO,09720-590
95546,J3 FLEX SP,AVULSO,09720-600
95547,J3 FLEX SP,AVULSO,09720-610
95548,J3 FLEX SP,AVULSO,09720-620
95549,J3 FLEX SP,AVULSO,09721-000
95550,J3 FLEX SP,AVULSO,09721-010
95551,J3 FLEX SP,AVULSO,09721-030
95552,J3 FLEX SP,AVULSO,09721-040
95553,J3 FLEX SP,AVULSO,09721-050
95554,J3 FLEX SP,AVULSO,09721-060
95555,J3 FLEX SP,AVULSO,09721-070
95556,J3 FLEX SP,AVULSO,09721-080
95557,J3 FLEX SP,AVULSO,09721-100
95558,J3 FLEX SP,AVULSO,09721-110
95559,J3 FLEX SP,AVULSO,09721-120
95560,J3 FLEX SP,AVULSO,09721-130
95561,J3 FLEX SP,AVULSO,09721-140
95562,J3 FLEX SP,AVULSO,09721-150
95563,J3 FLEX SP,AVULSO,09721-160
95564,J3 FLEX SP,AVULSO,09721-161
95565,J3 FLEX SP,AVULSO,09721-170
95566,J3 FLEX SP,AVULSO,09721-180
95567,J3 FLEX SP,AVULSO,09721-190
95568,J3 FLEX SP,AVULSO,09721-200
95569,J3 FLEX SP,AVULSO,09721-210
95570,J3 FLEX SP,AVULSO,09721-215
95571,J3 FLEX SP,AVULSO,09721-225
95572,J3 FLEX SP,AVULSO,09721-230
95573,J3 FLEX SP,AVULSO,09721-240
95574,J3 FLEX SP,AVULSO,09721-250
95575,J3 FLEX SP,AVULSO,09721-260
95576,J3 FLEX SP,AVULSO,09725-000
95577,J3 FLEX SP,AVULSO,09725-001
95578,J3 FLEX SP,AVULSO,09725-010
95579,J3 FLEX SP,AVULSO,09725-011
95580,J3 FLEX SP,AVULSO,09725-020
95581,J3 FLEX SP,AVULSO,09725-030
95582,J3 FLEX SP,AVULSO,09725-040
95583,J3 FLEX SP,AVULSO,09725-050
95584,J3 FLEX SP,AVULSO,09725-051
95585,J3 FLEX SP,AVULSO,09725-060
95586,J3 FLEX SP,AVULSO,09725-090
95587,J3 FLEX SP,AVULSO,09725-100
95588,J3 FLEX SP,AVULSO,09725-110
95589,J3 FLEX SP,AVULSO,09725-111
95590,J3 FLEX SP,AVULSO,09725-120
95591,J3 FLEX SP,AVULSO,09725-130
95592,J3 FLEX SP,AVULSO,09725-140
95593,J3 FLEX SP,AVULSO,09725-150
95594,J3 FLEX SP,AVULSO,09725-160
95595,J3 FLEX SP,AVULSO,09725-170
95596,J3 FLEX SP,AVULSO,09725-180
95597,J3 FLEX SP,AVULSO,09725-190
95598,J3 FLEX SP,AVULSO,09725-200
95599,J3 FLEX SP,AVULSO,09725-210
95600,J3 FLEX SP,AVULSO,09725-220
95601,J3 FLEX SP,AVULSO,09725-230
95602,J3 FLEX SP,AVULSO,09725-240
95603,J3 FLEX SP,AVULSO,09725-250
95604,J3 FLEX SP,AVULSO,09725-260
95605,J3 FLEX SP,AVULSO,09725-270
95606,J3 FLEX SP,AVULSO,09725-280
95607,J3 FLEX SP,AVULSO,09725-290
95608,J3 FLEX SP,AVULSO,09725-300
95609,J3 FLEX SP,AVULSO,09725-310
95610,J3 FLEX SP,AVULSO,09725-320
95611,J3 FLEX SP,AVULSO,09725-330
95612,J3 FLEX SP,AVULSO,09725-340
95613,J3 FLEX SP,AVULSO,09725-350
95614,J3 FLEX SP,AVULSO,09725-360
95615,J3 FLEX SP,AVULSO,09725-370
95616,J3 FLEX SP,AVULSO,09725-380
95617,J3 FLEX SP,AVULSO,09725-390
95618,J3 FLEX SP,AVULSO,09725-400
95619,J3 FLEX SP,AVULSO,09725-410
95620,J3 FLEX SP,AVULSO,09725-430
95621,J3 FLEX SP,AVULSO,09725-435
95622,J3 FLEX SP,AVULSO,09725-440
95623,J3 FLEX SP,AVULSO,09725-441
95624,J3 FLEX SP,AVULSO,09725-442
95625,J3 FLEX SP,AVULSO,09725-443
95626,J3 FLEX SP,AVULSO,09725-448
95627,J3 FLEX SP,AVULSO,09725-450
95628,J3 FLEX SP,AVULSO,09725-460
95629,J3 FLEX SP,AVULSO,09725-470
95630,J3 FLEX SP,AVULSO,09725-480
95631,J3 FLEX SP,AVULSO,09725-490
95632,J3 FLEX SP,AVULSO,09725-500
95633,J3 FLEX SP,AVULSO,09725-510
95634,J3 FLEX SP,AVULSO,09725-520
95635,J3 FLEX SP,AVULSO,09725-522
95636,J3 FLEX SP,AVULSO,09725-524
95637,J3 FLEX SP,AVULSO,09725-525
95638,J3 FLEX SP,AVULSO,09725-526
95639,J3 FLEX SP,AVULSO,09725-527
95640,J3 FLEX SP,AVULSO,09725-528
95641,J3 FLEX SP,AVULSO,09725-529
95642,J3 FLEX SP,AVULSO,09725-530
95643,J3 FLEX SP,AVULSO,09725-531
95644,J3 FLEX SP,AVULSO,09725-532
95645,J3 FLEX SP,AVULSO,09725-533
95646,J3 FLEX SP,AVULSO,09725-534
95647,J3 FLEX SP,AVULSO,09725-535
95648,J3 FLEX SP,AVULSO,09725-536
95649,J3 FLEX SP,AVULSO,09725-537
95650,J3 FLEX SP,AVULSO,09725-538
95651,J3 FLEX SP,AVULSO,09725-539
95652,J3 FLEX SP,AVULSO,09725-540
95653,J3 FLEX SP,AVULSO,09725-541
95654,J3 FLEX SP,AVULSO,09725-550
95655,J3 FLEX SP,AVULSO,09725-560
95656,J3 FLEX SP,AVULSO,09725-570
95657,J3 FLEX SP,AVULSO,09725-580
95658,J3 FLEX SP,AVULSO,09725-590
95659,J3 FLEX SP,AVULSO,09725-600
95660,J3 FLEX SP,AVULSO,09725-610
95661,J3 FLEX SP,AVULSO,09725-620
95662,J3 FLEX SP,AVULSO,09725-630
95663,J3 FLEX SP,AVULSO,09725-650
95664,J3 FLEX SP,AVULSO,09725-660
95665,J3 FLEX SP,AVULSO,09725-670
95666,J3 FLEX SP,AVULSO,09725-680
95667,J3 FLEX SP,AVULSO,09725-690
95668,J3 FLEX SP,AVULSO,09725-700
95669,J3 FLEX SP,AVULSO,09725-710
95670,J3 FLEX SP,AVULSO,09725-720
95671,J3 FLEX SP,AVULSO,09725-730
95672,J3 FLEX SP,AVULSO,09725-740
95673,J3 FLEX SP,AVULSO,09725-750
95674,J3 FLEX SP,AVULSO,09725-760
95675,J3 FLEX SP,AVULSO,09725-780
95676,J3 FLEX SP,AVULSO,09725-790
95677,J3 FLEX SP,AVULSO,09725-800
95678,J3 FLEX SP,AVULSO,09725-810
95679,J3 FLEX SP,AVULSO,09725-820
95680,J3 FLEX SP,AVULSO,09725-830
95681,J3 FLEX SP,AVULSO,09725-840
95682,J3 FLEX SP,AVULSO,09725-900
95683,J3 FLEX SP,AVULSO,09726-000
95684,J3 FLEX SP,AVULSO,09726-040
95685,J3 FLEX SP,AVULSO,09726-050
95686,J3 FLEX SP,AVULSO,09726-060
95687,J3 FLEX SP,AVULSO,09726-070
95688,J3 FLEX SP,AVULSO,09726-080
95689,J3 FLEX SP,AVULSO,09726-090
95690,J3 FLEX SP,AVULSO,09726-100
95691,J3 FLEX SP,AVULSO,09726-110
95692,J3 FLEX SP,AVULSO,09726-120
95693,J3 FLEX SP,AVULSO,09726-121
95694,J3 FLEX SP,AVULSO,09726-130
95695,J3 FLEX SP,AVULSO,09726-140
95696,J3 FLEX SP,AVULSO,09726-150
95697,J3 FLEX SP,AVULSO,09726-170
95698,J3 FLEX SP,AVULSO,09726-180
95699,J3 FLEX SP,AVULSO,09726-190
95700,J3 FLEX SP,AVULSO,09726-200
95701,J3 FLEX SP,AVULSO,09726-210
95702,J3 FLEX SP,AVULSO,09726-220
95703,J3 FLEX SP,AVULSO,09726-230
95704,J3 FLEX SP,AVULSO,09726-250
95705,J3 FLEX SP,AVULSO,09726-251
95706,J3 FLEX SP,AVULSO,09726-252
95707,J3 FLEX SP,AVULSO,09726-253
95708,J3 FLEX SP,AVULSO,09726-260
95709,J3 FLEX SP,AVULSO,09726-261
95710,J3 FLEX SP,AVULSO,09726-262
95711,J3 FLEX SP,AVULSO,09726-263
95712,J3 FLEX SP,AVULSO,09726-280
95713,J3 FLEX SP,AVULSO,09726-290
95714,J3 FLEX SP,AVULSO,09726-300
95715,J3 FLEX SP,AVULSO,09726-305
95716,J3 FLEX SP,AVULSO,09726-310
95717,J3 FLEX SP,AVULSO,09726-320
95718,J3 FLEX SP,AVULSO,09726-330
95719,J3 FLEX SP,AVULSO,09726-350
95720,J3 FLEX SP,AVULSO,09726-360
95721,J3 FLEX SP,AVULSO,09726-370
95722,J3 FLEX SP,AVULSO,09726-390
95723,J3 FLEX SP,AVULSO,09726-400
95724,J3 FLEX SP,AVULSO,09726-410
95725,J3 FLEX SP,AVULSO,09726-411
95726,J3 FLEX SP,AVULSO,09726-412
95727,J3 FLEX SP,AVULSO,09726-420
95728,J3 FLEX SP,AVULSO,09726-425
95729,J3 FLEX SP,AVULSO,09726-430
95730,J3 FLEX SP,AVULSO,09726-435
95731,J3 FLEX SP,AVULSO,09726-900
95732,J3 FLEX SP,AVULSO,09726-901
95733,J3 FLEX SP,AVULSO,09731-145
95734,J3 FLEX SP,AVULSO,09732-150
95735,J3 FLEX SP,AVULSO,09732-160
95736,J3 FLEX SP,AVULSO,09732-170
95737,J3 FLEX SP,AVULSO,09732-180
95738,J3 FLEX SP,AVULSO,09732-190
95739,J3 FLEX SP,AVULSO,09732-200
95740,J3 FLEX SP,AVULSO,09732-220
95741,J3 FLEX SP,AVULSO,09732-240
95742,J3 FLEX SP,AVULSO,09732-250
95743,J3 FLEX SP,AVULSO,09732-260
95744,J3 FLEX SP,AVULSO,09732-270
95745,J3 FLEX SP,AVULSO,09732-290
95746,J3 FLEX SP,AVULSO,09732-310
95747,J3 FLEX SP,AVULSO,09732-320
95748,J3 FLEX SP,AVULSO,09732-330
95749,J3 FLEX SP,AVULSO,09732-335
95750,J3 FLEX SP,AVULSO,09732-340
95751,J3 FLEX SP,AVULSO,09732-350
95752,J3 FLEX SP,AVULSO,09732-450
95753,J3 FLEX SP,AVULSO,09732-460
95754,J3 FLEX SP,AVULSO,09732-470
95755,J3 FLEX SP,AVULSO,09732-480
95756,J3 FLEX SP,AVULSO,09732-490
95757,J3 FLEX SP,AVULSO,09732-500
95758,J3 FLEX SP,AVULSO,09732-510
95759,J3 FLEX SP,AVULSO,09732-520
95760,J3 FLEX SP,AVULSO,09732-530
95761,J3 FLEX SP,AVULSO,09732-540
95762,J3 FLEX SP,AVULSO,09732-550
95763,J3 FLEX SP,AVULSO,09732-570
95764,J3 FLEX SP,AVULSO,09732-580
95765,J3 FLEX SP,AVULSO,09732-590
95766,J3 FLEX SP,AVULSO,09732-600
95767,J3 FLEX SP,AVULSO,09732-605
95768,J3 FLEX SP,AVULSO,09732-610
95769,J3 FLEX SP,AVULSO,09750-000
95770,J3 FLEX SP,AVULSO,09750-001
95771,J3 FLEX SP,AVULSO,09750-020
95772,J3 FLEX SP,AVULSO,09750-030
95773,J3 FLEX SP,AVULSO,09750-040
95774,J3 FLEX SP,AVULSO,09750-050
95775,J3 FLEX SP,AVULSO,09750-060
95776,J3 FLEX SP,AVULSO,09750-070
95777,J3 FLEX SP,AVULSO,09750-090
95778,J3 FLEX SP,AVULSO,09750-100
95779,J3 FLEX SP,AVULSO,09750-110
95780,J3 FLEX SP,AVULSO,09750-120
95781,J3 FLEX SP,AVULSO,09750-130
95782,J3 FLEX SP,AVULSO,09750-140
95783,J3 FLEX SP,AVULSO,09750-160
95784,J3 FLEX SP,AVULSO,09750-170
95785,J3 FLEX SP,AVULSO,09750-180
95786,J3 FLEX SP,AVULSO,09750-190
95787,J3 FLEX SP,AVULSO,09750-200
95788,J3 FLEX SP,AVULSO,09750-210
95789,J3 FLEX SP,AVULSO,09750-220
95790,J3 FLEX SP,AVULSO,09750-225
95791,J3 FLEX SP,AVULSO,09750-230
95792,J3 FLEX SP,AVULSO,09750-240
95793,J3 FLEX SP,AVULSO,09750-250
95794,J3 FLEX SP,AVULSO,09750-260
95795,J3 FLEX SP,AVULSO,09750-300
95796,J3 FLEX SP,AVULSO,09750-310
95797,J3 FLEX SP,AVULSO,09750-320
95798,J3 FLEX SP,AVULSO,09750-330
95799,J3 FLEX SP,AVULSO,09750-340
95800,J3 FLEX SP,AVULSO,09750-360
95801,J3 FLEX SP,AVULSO,09750-370
95802,J3 FLEX SP,AVULSO,09750-380
95803,J3 FLEX SP,AVULSO,09750-390
95804,J3 FLEX SP,AVULSO,09750-400
95805,J3 FLEX SP,AVULSO,09750-420
95806,J3 FLEX SP,AVULSO,09750-440
95807,J3 FLEX SP,AVULSO,09750-460
95808,J3 FLEX SP,AVULSO,09750-480
95809,J3 FLEX SP,AVULSO,09750-490
95810,J3 FLEX SP,AVULSO,09750-500
95811,J3 FLEX SP,AVULSO,09750-510
95812,J3 FLEX SP,AVULSO,09750-600
95813,J3 FLEX SP,AVULSO,09750-601
95814,J3 FLEX SP,AVULSO,09750-620
95815,J3 FLEX SP,AVULSO,09750-630
95816,J3 FLEX SP,AVULSO,09750-640
95817,J3 FLEX SP,AVULSO,09750-650
95818,J3 FLEX SP,AVULSO,09750-660
95819,J3 FLEX SP,AVULSO,09750-670
95820,J3 FLEX SP,AVULSO,09750-700
95821,J3 FLEX SP,AVULSO,09750-720
95822,J3 FLEX SP,AVULSO,09750-730
95823,J3 FLEX SP,AVULSO,09750-900
95824,J3 FLEX SP,AVULSO,09750-901
95825,J3 FLEX SP,AVULSO,09750-902
95826,J3 FLEX SP,AVULSO,09750-903
95827,J3 FLEX SP,AVULSO,09751-000
95828,J3 FLEX SP,AVULSO,09751-020
95829,J3 FLEX SP,AVULSO,09751-030
95830,J3 FLEX SP,AVULSO,09751-040
95831,J3 FLEX SP,AVULSO,09751-060
95832,J3 FLEX SP,AVULSO,09751-080
95833,J3 FLEX SP,AVULSO,09751-090
95834,J3 FLEX SP,AVULSO,09751-100
95835,J3 FLEX SP,AVULSO,09751-110
95836,J3 FLEX SP,AVULSO,09751-120
95837,J3 FLEX SP,AVULSO,09751-140
95838,J3 FLEX SP,AVULSO,09751-150
95839,J3 FLEX SP,AVULSO,09751-160
95840,J3 FLEX SP,AVULSO,09751-170
95841,J3 FLEX SP,AVULSO,09751-180
95842,J3 FLEX SP,AVULSO,09751-185
95843,J3 FLEX SP,AVULSO,09751-190
95844,J3 FLEX SP,AVULSO,09751-250
95845,J3 FLEX SP,AVULSO,09751-251
95846,J3 FLEX SP,AVULSO,09751-270
95847,J3 FLEX SP,AVULSO,09751-280
95848,J3 FLEX SP,AVULSO,09751-290
95849,J3 FLEX SP,AVULSO,09751-300
95850,J3 FLEX SP,AVULSO,09751-330
95851,J3 FLEX SP,AVULSO,09751-340
95852,J3 FLEX SP,AVULSO,09751-350
95853,J3 FLEX SP,AVULSO,09751-360
95854,J3 FLEX SP,AVULSO,09751-400
95855,J3 FLEX SP,AVULSO,09751-410
95856,J3 FLEX SP,AVULSO,09751-420
95857,J3 FLEX SP,AVULSO,09751-430
95858,J3 FLEX SP,AVULSO,09751-440
95859,J3 FLEX SP,AVULSO,09751-450
95860,J3 FLEX SP,AVULSO,09751-460
95861,J3 FLEX SP,AVULSO,09751-470
95862,J3 FLEX SP,AVULSO,09751-490
95863,J3 FLEX SP,AVULSO,09751-500
95864,J3 FLEX SP,AVULSO,09751-510
95865,J3 FLEX SP,AVULSO,09751-520
95866,J3 FLEX SP,AVULSO,09751-530
95867,J3 FLEX SP,AVULSO,09751-540
95868,J3 FLEX SP,AVULSO,09751-550
95869,J3 FLEX SP,AVULSO,09751-560
95870,J3 FLEX SP,AVULSO,09760-000
95871,J3 FLEX SP,AVULSO,09760-001
95872,J3 FLEX SP,AVULSO,09760-030
95873,J3 FLEX SP,AVULSO,09760-040
95874,J3 FLEX SP,AVULSO,09760-050
95875,J3 FLEX SP,AVULSO,09760-060
95876,J3 FLEX SP,AVULSO,09760-070
95877,J3 FLEX SP,AVULSO,09760-080
95878,J3 FLEX SP,AVULSO,09760-090
95879,J3 FLEX SP,AVULSO,09760-100
95880,J3 FLEX SP,AVULSO,09760-110
95881,J3 FLEX SP,AVULSO,09760-115
95882,J3 FLEX SP,AVULSO,09760-120
95883,J3 FLEX SP,AVULSO,09760-130
95884,J3 FLEX SP,AVULSO,09760-140
95885,J3 FLEX SP,AVULSO,09760-150
95886,J3 FLEX SP,AVULSO,09760-160
95887,J3 FLEX SP,AVULSO,09760-170
95888,J3 FLEX SP,AVULSO,09760-180
95889,J3 FLEX SP,AVULSO,09760-190
95890,J3 FLEX SP,AVULSO,09760-200
95891,J3 FLEX SP,AVULSO,09760-210
95892,J3 FLEX SP,AVULSO,09760-220
95893,J3 FLEX SP,AVULSO,09760-230
95894,J3 FLEX SP,AVULSO,09760-240
95895,J3 FLEX SP,AVULSO,09760-250
95896,J3 FLEX SP,AVULSO,09760-260
95897,J3 FLEX SP,AVULSO,09760-280
95898,J3 FLEX SP,AVULSO,09760-281
95899,J3 FLEX SP,AVULSO,09760-290
95900,J3 FLEX SP,AVULSO,09760-295
95901,J3 FLEX SP,AVULSO,09760-300
95902,J3 FLEX SP,AVULSO,09760-310
95903,J3 FLEX SP,AVULSO,09760-320
95904,J3 FLEX SP,AVULSO,09760-330
95905,J3 FLEX SP,AVULSO,09760-340
95906,J3 FLEX SP,AVULSO,09760-350
95907,J3 FLEX SP,AVULSO,09760-365
95908,J3 FLEX SP,AVULSO,09760-370
95909,J3 FLEX SP,AVULSO,09760-371
95910,J3 FLEX SP,AVULSO,09760-372
95911,J3 FLEX SP,AVULSO,09760-380
95912,J3 FLEX SP,AVULSO,09760-390
95913,J3 FLEX SP,AVULSO,09760-400
95914,J3 FLEX SP,AVULSO,09760-410
95915,J3 FLEX SP,AVULSO,09760-420
95916,J3 FLEX SP,AVULSO,09760-430
95917,J3 FLEX SP,AVULSO,09760-440
95918,J3 FLEX SP,AVULSO,09760-450
95919,J3 FLEX SP,AVULSO,09760-460
95920,J3 FLEX SP,AVULSO,09760-470
95921,J3 FLEX SP,AVULSO,09760-480
95922,J3 FLEX SP,AVULSO,09760-490
95923,J3 FLEX SP,AVULSO,09760-500
95924,J3 FLEX SP,AVULSO,09760-505
95925,J3 FLEX SP,AVULSO,09760-510
95926,J3 FLEX SP,AVULSO,09760-520
95927,J3 FLEX SP,AVULSO,09760-530
95928,J3 FLEX SP,AVULSO,09760-540
95929,J3 FLEX SP,AVULSO,09760-550
95930,J3 FLEX SP,AVULSO,09760-560
95931,J3 FLEX SP,AVULSO,09760-570
95932,J3 FLEX SP,AVULSO,09760-580
95933,J3 FLEX SP,AVULSO,09760-600
95934,J3 FLEX SP,AVULSO,09760-610
95935,J3 FLEX SP,AVULSO,09760-620
95936,J3 FLEX SP,AVULSO,09760-630
95937,J3 FLEX SP,AVULSO,09760-640
95938,J3 FLEX SP,AVULSO,09760-650
95939,J3 FLEX SP,AVULSO,09760-655
95940,J3 FLEX SP,AVULSO,09760-660
95941,J3 FLEX SP,AVULSO,09760-670
95942,J3 FLEX SP,AVULSO,09760-680
95943,J3 FLEX SP,AVULSO,09760-690
95944,J3 FLEX SP,AVULSO,09760-700
95945,J3 FLEX SP,AVULSO,09760-710
95946,J3 FLEX SP,AVULSO,09760-720
95947,J3 FLEX SP,AVULSO,09760-725
95948,J3 FLEX SP,AVULSO,09760-730
95949,J3 FLEX SP,AVULSO,09760-731
95950,J3 FLEX SP,AVULSO,09760-733
95951,J3 FLEX SP,AVULSO,09760-735
95952,J3 FLEX SP,AVULSO,09760-737
95953,J3 FLEX SP,AVULSO,09760-739
95954,J3 FLEX SP,AVULSO,09760-740
95955,J3 FLEX SP,AVULSO,09760-745
95956,J3 FLEX SP,AVULSO,09760-750
95957,J3 FLEX SP,AVULSO,09760-755
95958,J3 FLEX SP,AVULSO,09760-760
95959,J3 FLEX SP,AVULSO,09760-770
95960,J3 FLEX SP,AVULSO,09760-780
95961,J3 FLEX SP,AVULSO,09760-790
95962,J3 FLEX SP,AVULSO,09760-800
95963,J3 FLEX SP,AVULSO,09760-810
95964,J3 FLEX SP,AVULSO,09760-820
95965,J3 FLEX SP,AVULSO,09760-830
95966,J3 FLEX SP,AVULSO,09761-000
95967,J3 FLEX SP,AVULSO,09761-020
95968,J3 FLEX SP,AVULSO,09761-030
95969,J3 FLEX SP,AVULSO,09761-040
95970,J3 FLEX SP,AVULSO,09761-050
95971,J3 FLEX SP,AVULSO,09761-060
95972,J3 FLEX SP,AVULSO,09761-070
95973,J3 FLEX SP,AVULSO,09761-080
95974,J3 FLEX SP,AVULSO,09761-090
95975,J3 FLEX SP,AVULSO,09761-100
95976,J3 FLEX SP,AVULSO,09761-110
95977,J3 FLEX SP,AVULSO,09761-120
95978,J3 FLEX SP,AVULSO,09761-130
95979,J3 FLEX SP,AVULSO,09761-140
95980,J3 FLEX SP,AVULSO,09761-145
95981,J3 FLEX SP,AVULSO,09761-147
95982,J3 FLEX SP,AVULSO,09761-148
95983,J3 FLEX SP,AVULSO,09761-150
95984,J3 FLEX SP,AVULSO,09761-155
95985,J3 FLEX SP,AVULSO,09761-161
95986,J3 FLEX SP,AVULSO,09761-170
95987,J3 FLEX SP,AVULSO,09761-180
95988,J3 FLEX SP,AVULSO,09761-190
95989,J3 FLEX SP,AVULSO,09761-195
95990,J3 FLEX SP,AVULSO,09761-200
95991,J3 FLEX SP,AVULSO,09761-210
95992,J3 FLEX SP,AVULSO,09761-230
95993,J3 FLEX SP,AVULSO,09761-235
95994,J3 FLEX SP,AVULSO,09761-236
95995,J3 FLEX SP,AVULSO,09761-238
95996,J3 FLEX SP,AVULSO,09761-240
95997,J3 FLEX SP,AVULSO,09761-241
95998,J3 FLEX SP,AVULSO,09761-243
95999,J3 FLEX SP,AVULSO,09761-244
96000,J3 FLEX SP,AVULSO,09761-245
96001,J3 FLEX SP,AVULSO,09761-247
96002,J3 FLEX SP,AVULSO,09761-248
96003,J3 FLEX SP,AVULSO,09761-249
96004,J3 FLEX SP,AVULSO,09761-255
96005,J3 FLEX SP,AVULSO,09761-257
96006,J3 FLEX SP,AVULSO,09761-259
96007,J3 FLEX SP,AVULSO,09761-260
96008,J3 FLEX SP,AVULSO,09761-266
96009,J3 FLEX SP,AVULSO,09761-270
96010,J3 FLEX SP,AVULSO,09761-275
96011,J3 FLEX SP,AVULSO,09761-277
96012,J3 FLEX SP,AVULSO,09761-300
96013,J3 FLEX SP,AVULSO,09761-310
96014,J3 FLEX SP,AVULSO,09761-340
96015,J3 FLEX SP,AVULSO,09761-370
96016,J3 FLEX SP,AVULSO,09761-390
96017,J3 FLEX SP,AVULSO,09761-410
96018,J3 FLEX SP,AVULSO,09761-440
96019,J3 FLEX SP,AVULSO,09761-460
96020,J3 FLEX SP,AVULSO,09761-470
96021,J3 FLEX SP,AVULSO,09761-490
96022,J3 FLEX SP,AVULSO,09770-000
96023,J3 FLEX SP,AVULSO,09770-020
96024,J3 FLEX SP,AVULSO,09770-030
96025,J3 FLEX SP,AVULSO,09770-050
96026,J3 FLEX SP,AVULSO,09770-055
96027,J3 FLEX SP,AVULSO,09770-060
96028,J3 FLEX SP,AVULSO,09770-070
96029,J3 FLEX SP,AVULSO,09770-080
96030,J3 FLEX SP,AVULSO,09770-090
96031,J3 FLEX SP,AVULSO,09770-095
96032,J3 FLEX SP,AVULSO,09770-100
96033,J3 FLEX SP,AVULSO,09770-110
96034,J3 FLEX SP,AVULSO,09770-120
96035,J3 FLEX SP,AVULSO,09770-130
96036,J3 FLEX SP,AVULSO,09770-140
96037,J3 FLEX SP,AVULSO,09770-150
96038,J3 FLEX SP,AVULSO,09770-170
96039,J3 FLEX SP,AVULSO,09770-180
96040,J3 FLEX SP,AVULSO,09770-190
96041,J3 FLEX SP,AVULSO,09770-200
96042,J3 FLEX SP,AVULSO,09770-210
96043,J3 FLEX SP,AVULSO,09770-220
96044,J3 FLEX SP,AVULSO,09770-230
96045,J3 FLEX SP,AVULSO,09770-240
96046,J3 FLEX SP,AVULSO,09770-250
96047,J3 FLEX SP,AVULSO,09770-270
96048,J3 FLEX SP,AVULSO,09770-271
96049,J3 FLEX SP,AVULSO,09770-272
96050,J3 FLEX SP,AVULSO,09770-280
96051,J3 FLEX SP,AVULSO,09770-290
96052,J3 FLEX SP,AVULSO,09770-300
96053,J3 FLEX SP,AVULSO,09770-310
96054,J3 FLEX SP,AVULSO,09770-320
96055,J3 FLEX SP,AVULSO,09770-330
96056,J3 FLEX SP,AVULSO,09770-340
96057,J3 FLEX SP,AVULSO,09770-350
96058,J3 FLEX SP,AVULSO,09770-351
96059,J3 FLEX SP,AVULSO,09770-370
96060,J3 FLEX SP,AVULSO,09770-380
96061,J3 FLEX SP,AVULSO,09770-390
96062,J3 FLEX SP,AVULSO,09770-400
96063,J3 FLEX SP,AVULSO,09770-410
96064,J3 FLEX SP,AVULSO,09770-420
96065,J3 FLEX SP,AVULSO,09770-430
96066,J3 FLEX SP,AVULSO,09770-440
96067,J3 FLEX SP,AVULSO,09770-450
96068,J3 FLEX SP,AVULSO,09770-460
96069,J3 FLEX SP,AVULSO,09770-470
96070,J3 FLEX SP,AVULSO,09770-480
96071,J3 FLEX SP,AVULSO,09770-500
96072,J3 FLEX SP,AVULSO,09770-510
96073,J3 FLEX SP,AVULSO,09770-520
96074,J3 FLEX SP,AVULSO,09770-530
96075,J3 FLEX SP,AVULSO,09770-550
96076,J3 FLEX SP,AVULSO,09770-560
96077,J3 FLEX SP,AVULSO,09770-570
96078,J3 FLEX SP,AVULSO,09770-580
96079,J3 FLEX SP,AVULSO,09770-590
96080,J3 FLEX SP,AVULSO,09770-595
96081,J3 FLEX SP,AVULSO,09770-600
96082,J3 FLEX SP,AVULSO,09771-001
96083,J3 FLEX SP,AVULSO,09771-005
96084,J3 FLEX SP,AVULSO,09771-020
96085,J3 FLEX SP,AVULSO,09771-030
96086,J3 FLEX SP,AVULSO,09771-040
96087,J3 FLEX SP,AVULSO,09771-050
96088,J3 FLEX SP,AVULSO,09771-060
96089,J3 FLEX SP,AVULSO,09771-070
96090,J3 FLEX SP,AVULSO,09771-080
96091,J3 FLEX SP,AVULSO,09771-090
96092,J3 FLEX SP,AVULSO,09771-100
96093,J3 FLEX SP,AVULSO,09771-110
96094,J3 FLEX SP,AVULSO,09771-120
96095,J3 FLEX SP,AVULSO,09771-130
96096,J3 FLEX SP,AVULSO,09771-140
96097,J3 FLEX SP,AVULSO,09771-150
96098,J3 FLEX SP,AVULSO,09771-180
96099,J3 FLEX SP,AVULSO,09771-200
96100,J3 FLEX SP,AVULSO,09771-210
96101,J3 FLEX SP,AVULSO,09771-211
96102,J3 FLEX SP,AVULSO,09771-220
96103,J3 FLEX SP,AVULSO,09771-230
96104,J3 FLEX SP,AVULSO,09771-240
96105,J3 FLEX SP,AVULSO,09771-250
96106,J3 FLEX SP,AVULSO,09771-260
